molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,PAINS_alert_drugbank_approved_percentile,BRENK_alert_drugbank_approved_percentile,NIH_alert_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
306.318,1.88148,4,2,4.0,0.9021267884079279,0,90.19,1,0,0,0.15855342,0.4060665,0.8612814,0.32090718,0.45996743,0.3479728,0.4150977,0.08846487,0.13616922,0.4135906,0.2515959,0.27768102,0.10252939,0.82170135,0.996963,0.025889173,0.03485815,0.15888813,0.12077558,0.08643415,0.22248113,0.04697867,0.6493958,0.12772724,0.2378738,0.03539198,0.056011964,0.38166925,0.12090097,0.44909605,0.23971732,-4.7471657,76.267624,52.647724,-4.768107,-12.650647,2.1173606,1.9426254,79.898315,-3.6074834,-4.998291,42.49560632688928,42.6713532513181,48.55887521968366,61.37082601054482,63.44463971880493,99.15641476274166,22.601054481546576,61.37082601054482,97.39894551845343,25.869947275922673,37.188049209138846,39.156414762741655,26.186291739894553,66.08084358523726,73.77855887521969,83.58523725834799,92.12653778558877,86.29173989455185,44.11247803163445,65.76449912126539,47.697715289982426,71.21265377855889,73.81370826010546,51.423550087873465,74.34094903339192,47.94376098418278,72.091388400703,63.09314586994728,77.89103690685414,78.27768014059755,84.74516695957821,85.5536028119508,79.19156414762742,41.0896309314587,55.782073813708266,65.90509666080844,72.12653778558875,74.44639718804922,82.91739894551846,75.88752196836556,40.21089630931459,45.553602811950796,62.882249560632694,78.10193321616872,70.57996485061513,14.376098418277682,50.158172231985944,29.455184534270654,61.44112478031635,55.81722319859403,40.03514938488577,3.3391915641476277
278.337,1.86224,4,2,4.0,0.8937508673923942,0,83.98,1,0,0,0.0065624462,0.5886738,0.93308294,0.73697203,0.7662023,0.21169817,0.47190362,0.052862704,0.17624488,0.30265012,0.9203741,0.04350158,0.037301965,0.92314816,0.9999999,0.00018180408,0.005160096,0.20949249,0.11498215,0.0012264169,0.017638495,0.00016425355,0.8884242,0.027609933,0.03276927,0.0015687004,0.012378337,0.00934672,0.0013874101,0.053679686,0.38465098,-5.3417463,46.29927,25.645557,-6.34391,-15.61794,1.698356,1.0260057,86.37743,-3.5711007,-2.090117,34.340949033391915,42.39015817223199,48.55887521968366,61.37082601054482,63.44463971880493,98.76977152899825,22.601054481546576,57.434094903339194,97.39894551845343,25.869947275922673,37.188049209138846,1.8629173989455186,39.332161687170476,91.10720562390159,88.68189806678384,93.70826010544816,72.47803163444641,88.99824253075572,31.142355008787348,69.8066783831283,37.926186291739896,95.57117750439369,14.973637961335678,24.850615114235502,85.97539543057998,99.40246045694201,1.0896309314586996,6.256590509666081,81.6871704745167,77.3286467486819,3.0228471001757473,1.2653778558875222,6.6783831282952555,63.44463971880493,40.77328646748682,18.101933216168717,20.808435852372586,45.30755711775044,35.254833040421794,6.959578207381371,1.124780316344464,56.871704745166966,28.927943760984185,61.15992970123023,50.22847100175748,11.95079086115993,31.45869947275923,10.474516695957822,45.694200351493855,63.30404217926187,40.84358523725835,16.660808435852374
316.17600000000004,2.984000000000001,3,1,4.0,0.9431642702564714,0,59.31,0,0,0,0.0915104,0.8709949,0.82860374,0.8357538,0.94146955,0.2963358,0.70197946,0.107204124,0.43691,0.46541184,0.4923132,0.23752585,0.060215283,0.7765676,0.9999833,0.005308095,0.014350201,0.18876588,0.17767255,0.026432311,0.15830126,0.022897035,0.91038895,0.22209425,0.20130286,0.012834886,0.06998347,0.2791658,0.038583208,0.50974256,0.41675177,-4.6185865,46.206993,13.636602,24.638088,-10.850842,2.3229287,2.4205208,90.96235,-3.405381,2.0426574,45.9402460456942,61.019332161687174,32.653778558875224,36.59050966608085,63.44463971880493,100.00000000000001,22.601054481546576,38.13708260105449,47.59226713532514,25.869947275922673,37.188049209138846,25.623901581722322,64.53427065026362,57.60984182776802,92.16168717047452,97.99648506151144,86.99472759226714,94.72759226713534,49.279437609841835,83.16344463971882,52.02108963093146,82.2847100175747,66.39718804920915,36.44991212653779,70.61511423550088,87.6274165202109,29.314586994727595,29.209138840070302,80.14059753954307,84.39367311072057,60.77328646748683,77.04745166959579,70.08787346221442,67.66256590509667,63.62038664323375,61.75746924428823,56.48506151142355,78.45342706502637,77.89103690685414,55.50087873462215,48.189806678383135,58.418277680140605,72.44288224956064,61.08963093145871,37.82073813708261,63.72583479789104,64.00702987697716,42.24956063268893,69.27943760984184,71.31810193321617,44.07732864674868,55.7469244288225
273.263,2.1611000000000002,3,1,4.0,0.9283630248670514,0,55.4,0,0,1,0.099432334,0.9754736,0.9181771,0.8849968,0.78596854,0.43106776,0.5035849,0.13152787,0.013344787,0.5264233,0.058322866,0.16470619,0.020836117,0.9119094,0.9999935,0.004083383,0.022219025,0.13751164,0.022564612,0.010915867,0.17987195,0.027984152,0.9775993,0.16332525,0.09440228,0.032998346,0.012006444,0.089211784,0.015764486,0.45467955,0.1698307,-4.398851,131.02628,99.376114,-5.1068606,-7.3172073,1.6708921,2.695473,96.28007,-4.8703284,-5.4101553,32.93497363796134,46.95957820738138,32.653778558875224,36.59050966608085,63.44463971880493,99.89455184534272,22.601054481546576,34.72759226713533,47.59226713532514,25.869947275922673,83.09314586994728,27.24077328646749,87.5219683655536,85.37785588752197,94.30579964850617,94.2706502636204,96.37961335676627,89.94727592267137,56.8365553602812,28.857644991212656,58.699472759226715,51.77504393673111,50.22847100175748,13.181019332161688,84.28822495606327,92.79437609841828,23.40949033391916,44.63971880492092,76.13356766256591,52.02108963093146,38.34797891036907,80.73813708260106,72.65377855887523,91.77504393673111,59.08611599297013,42.601054481546576,71.35325131810194,44.49912126537786,62.91739894551846,37.434094903339194,41.0896309314587,39.156414762741655,87.83831282952549,95.07908611599298,89.77152899824254,13.848857644991213,87.1353251318102,9.349736379613358,74.44639718804922,81.47627416520211,16.344463971880494,2.81195079086116
266.297,1.6992,3,1,4.0,0.9159245375000266,0,59.06,0,0,0,0.09774621,0.9441999,0.95684844,0.31623644,0.32464343,0.39385703,0.07669787,0.13322735,0.022527594,0.39831,0.033893816,0.34749043,0.048141584,0.81792384,0.99998885,0.0013497864,0.0062023676,0.017777044,0.008937205,0.0013812769,0.041027613,0.0012852284,0.94579726,0.011550672,0.021586703,0.001615524,0.004683457,0.003191686,0.001966168,0.37025222,0.13068858,-4.542326,65.92541,33.27613,0.29868716,-9.951377,2.041607,1.4680378,65.022545,-2.4998548,-4.0760727,31.247803163444644,40.17574692442883,32.653778558875224,36.59050966608085,63.44463971880493,99.7188049209139,22.601054481546576,37.732864674868196,47.59226713532514,25.869947275922673,37.188049209138846,26.85413005272408,76.87170474516697,97.57469244288225,73.42706502636204,75.67662565905097,95.11423550087875,61.792618629173994,57.11775043936731,36.90685413005273,46.010544815465735,45.41300527240774,82.91739894551846,31.353251318101936,74.0597539543058,89.52548330404218,7.873462214411249,9.103690685413007,47.6274165202109,38.31282952548331,3.5852372583479792,13.81370826010545,22.214411247803167,77.11775043936731,34.235500878734626,10.896309314586995,21.265377855887525,26.713532513181022,23.444639718804922,9.91212653778559,30.298769771529003,35.114235500878735,78.66432337434095,72.9701230228471,56.48506151142355,22.88224956063269,71.21265377855889,25.37785588752197,53.04042179261863,40.91388400702988,61.58172231985941,5.62390158172232
272.329,2.6675000000000004,3,1,4.0,0.9334094472621842,0,69.96000000000001,0,0,0,0.030334275,0.7873507,0.8398902,0.8301214,0.92117035,0.37736565,0.87627333,0.11769895,0.14016089,0.500825,0.6811396,0.13538603,0.035018258,0.892194,0.9999782,0.006016667,0.030751714,0.21653298,0.14989385,0.026408598,0.14368042,0.022761872,0.93710387,0.3270956,0.16644476,0.01623021,0.03742193,0.315291,0.038301684,0.2870143,0.3247803,-4.6094117,59.013268,36.831505,7.8391256,-10.488762,1.9701627,1.6097885,94.159706,-4.316092,-5.1559052,32.68892794376099,55.85237258347979,32.653778558875224,36.59050966608085,63.44463971880493,99.92970123022847,22.601054481546576,46.57293497363796,47.59226713532514,25.869947275922673,37.188049209138846,8.084358523725836,56.06326889279438,60.246045694200355,92.05623901581723,97.50439367311073,94.13005272407733,97.71528998242532,52.23198594024605,66.22144112478033,55.88752196836556,87.66256590509667,41.72231985940246,23.12829525483304,81.82776801405976,85.97539543057998,32.829525483304046,57.71528998242531,82.03866432337435,81.72231985940246,60.66783831282953,72.89982425307558,70.05272407732865,74.30579964850615,69.98242530755712,57.25834797891037,60.80843585237259,66.32688927943761,79.82425307557118,55.36028119507909,19.507908611599298,52.196836555360285,73.28646748681899,69.84182776801407,59.367311072056246,35.85237258347979,66.74868189806679,22.1792618629174,55.289982425307564,76.94200351493849,26.045694200351495,3.163444639718805
297.326,3.3824400000000017,2,1,4.0,0.9436800424154683,0,46.17,0,0,0,0.018410357,0.8902925,0.8939379,0.7178499,0.90507346,0.32457957,0.7196259,0.17042802,0.1827904,0.5637299,0.67966497,0.1047727,0.040780462,0.8256893,0.999996,0.0024247053,0.024697805,0.09674932,0.099988155,0.010955618,0.08232065,0.006011773,0.9639808,0.35744548,0.09320511,0.005114852,0.01345742,0.20333233,0.008993401,0.23312847,0.46507826,-4.547659,81.13332,60.36016,27.616226,-8.163882,2.175115,3.13085,96.628586,-4.6098986,-0.035713293,39.64850615114236,67.06502636203867,17.10017574692443,36.59050966608085,63.44463971880493,100.00000000000001,22.601054481546576,27.275922671353253,47.59226713532514,25.869947275922673,37.188049209138846,5.2021089630931465,67.24077328646749,76.62565905096662,88.15465729349737,97.11775043936731,90.19332161687171,94.97363796133568,63.690685413005276,70.40421792618629,62.98769771528999,87.59226713532514,31.739894551845346,26.748681898066785,74.55184534270651,94.55184534270651,14.516695957820739,48.85764499121266,70.72056239015818,75.21968365553603,38.523725834797894,46.71353251318102,48.68189806678384,84.32337434094904,71.70474516695958,42.14411247803164,38.840070298769774,46.81898066783832,74.23550087873463,28.295254833040424,14.340949033391917,60.702987697715294,78.20738137082601,80.14059753954307,75.21968365553603,66.5377855887522,82.84710017574693,33.07557117750439,81.86291739894553,82.14411247803164,20.70298769771529,34.76274165202109
204.27299999999997,1.7670000000000001,2,1,4.0,0.7085030553348848,0,46.33,0,1,0,0.6306754,0.9319094,0.90074396,0.47293633,0.37983888,0.14969517,0.050768822,0.25454745,0.09115763,0.5053228,0.20049003,0.078035176,0.13155141,0.44595605,0.99998015,0.007486352,0.025160944,0.24889998,0.04754243,0.015798895,0.10844855,0.0024221982,0.94162637,0.039497405,0.104683995,0.021662405,0.037739776,0.03737311,0.017409947,0.62002957,0.38095984,-4.3144183,53.248608,15.466382,5.215902,-9.857837,2.4312565,0.7890208,38.71211,-1.1380478,0.58200246,18.312829525483306,40.80843585237259,17.10017574692443,36.59050966608085,63.44463971880493,76.48506151142355,22.601054481546576,27.539543057996486,47.59226713532514,66.52021089630932,37.188049209138846,87.90861159929702,74.0597539543058,79.29701230228471,80.21089630931459,79.5079086115993,55.64147627416521,55.53602811950791,73.42706502636204,58.76977152899825,56.59050966608085,67.76801405975397,24.147627416520212,58.45342706502637,52.4780316344464,86.71353251318102,39.332161687170476,49.384885764499124,84.56942003514939,62.56590509666081,48.189806678383135,60.66783831282953,32.337434094903344,75.60632688927944,43.72583479789104,45.30755711775044,65.5536028119508,66.6432337434095,51.03690685413006,39.08611599297013,63.198594024604574,56.555360281195085,92.26713532513182,66.0456942003515,39.75395430579965,31.45869947275923,71.81019332161688,49.17398945518454,42.741652021089635,19.613356766256594,81.93321616871705,41.15992970123023
283.29900000000004,3.074020000000001,2,1,4.0,0.9405924646031791,0,46.17,0,0,0,0.014396161,0.9051213,0.909701,0.717215,0.8484155,0.37162668,0.6225293,0.15841468,0.21395226,0.47694498,0.44063622,0.1419583,0.040055163,0.7985072,0.99999523,0.0023379712,0.02210259,0.072284795,0.07087776,0.010900805,0.096488014,0.006255804,0.9552782,0.22235584,0.07846423,0.0037889518,0.011293404,0.15578613,0.008485219,0.27111217,0.37804955,-4.4963408,74.41466,49.599373,23.566092,-8.250704,2.1152902,2.8557525,94.74393,-4.3361573,-0.3250687,35.465729349736385,62.319859402460466,17.10017574692443,36.59050966608085,63.44463971880493,100.00000000000001,22.601054481546576,27.275922671353253,47.59226713532514,25.869947275922673,37.188049209138846,3.655536028119508,69.66608084358525,82.56590509666081,88.11950790861161,95.99297012302286,93.84885764499123,93.32161687170475,62.108963093145874,72.02108963093147,53.21616871704746,80.14059753954307,43.7609841827768,26.256590509666083,72.16168717047452,93.77855887521969,13.848857644991213,44.32337434094904,67.69771528998243,69.45518453427066,38.31282952548331,55.04393673110721,49.49033391915642,81.12478031634447,63.65553602811951,37.961335676625666,34.13005272407733,43.33919156414763,70.08787346221442,27.17047451669596,17.644991212653782,56.239015817223205,81.96836555360282,76.97715289982426,68.33040421792619,62.14411247803164,82.03866432337435,29.455184534270654,77.04745166959579,78.27768014059755,25.58875219683656,32.513181019332166
307.37100000000004,2.1822999999999997,4,1,4.0,0.888196225027168,0,64.63,0,0,0,0.27064335,0.9493543,0.9127399,0.81895465,0.95672977,0.21973674,0.56172293,0.2120603,0.27321523,0.5904524,0.8684753,0.11549316,0.054677792,0.7550591,0.9999994,0.0011803022,0.013184932,0.16779065,0.099063225,0.004357031,0.058983177,0.0014224902,0.9796573,0.24438167,0.0681553,0.0050746235,0.017017303,0.043112285,0.0038585882,0.40199837,0.6261191,-4.615798,119.845985,91.049545,-11.616148,-9.022911,1.5465037,2.105906,85.0682,-3.722412,-5.960616,42.741652021089635,47.205623901581724,48.55887521968366,36.59050966608085,63.44463971880493,98.31282952548331,22.601054481546576,42.84710017574693,47.59226713532514,25.869947275922673,37.188049209138846,57.22319859402461,78.03163444639719,83.44463971880492,91.8804920913884,98.31282952548331,74.02460456942003,91.73989455184535,69.34973637961336,75.92267135325133,66.4323374340949,93.49736379613357,35.21968365553603,34.059753954305805,69.56063268892795,98.38312829525483,6.748681898066785,26.326889279437612,78.80492091388402,75.04393673110721,15.957820738137084,29.841827768014063,23.2688927943761,92.54833040421794,65.16695957820738,33.98945518453427,38.699472759226715,51.70474516695958,52.68892794376099,17.012302284710017,34.16520210896309,68.64674868189807,72.68892794376099,93.11072056239017,87.97891036906854,6.572934973637962,76.62565905096662,6.115992970123023,64.2530755711775,61.335676625659055,37.78558875219684,2.179261862917399
